284 film 映画、撮影する
285 hang ぶら下がる
286 agency 代理店
287 entrance 入り口
288 guess 推測する、推測
289 monthly 月間の、月一回の
290 heat 熱
291 share 共有する、分け前
292 material 原料、物質の
293 print 印刷する、印刷
294 excuse 許す、言い訳
295 double 2倍の、2倍
296 invite 招く
297 invitation 招待
298 borrow 借りる
299 effect 効果
300 forward 前に
301 official 公的な
302 further それ以上、さらにそれ以上
303 lie 横たわる、うそをいう、うそ
304 reserve 予約する、蓄え
305 hire 雇う
306 responsible 責任がある
307 action 行動、実行
308 citizen 市民
309 rush 急ぐ、急ぎ
310 subject 学科、主題
311 detail 詳細の
312 touch 触る、接触
313 hardly ほとんど～ない
314 protect 防ぐ
315 wind 巻く、うねる、風
316 final 最後の
317 gain 得る、利益
318 success 成功する
319 model モデル
320 protection 防御
321 win 勝つ
322 approach 近づく
323 pain 痛み、苦痛
324 direction 方向
325 event 行事
326 explain 説明する
327 mention 述べる、言及する
328 serious まじめな、重大な
329 common 共通の
330 fare 運賃、料金
331 lift 持ち上げる、同乗
332 nation 国、国家
333 officer 警察官、役員
334 describe 描く、描写する
335 instead 代わりに
336 signal 信号、サイン
337 vote 投票する、投票
338 guide 導く、ガイド
339 certainly 確かに、承知しました
340 ability 能力
341 bar 酒場、カウンター
342 blood 血
343 nearly ほとんど（ほぼ）、もう少し
344 contain 含む
345 lock 鍵をかける、錠
346 mark 印、印をつける
347 basic 基本
348 professional プロの、専門の
349 suffer 苦しむ
350 attack 攻撃する
351 district 地区、地域
352 earthquake 地震
353 favor 好意
354 grade 位、学年、成績
355 clerk 店員、事務員
356 fair 平等の
357 fit 適した、からだに合う
358 match 合う、合致、試合
359 mix 混ぜる、混合
360 profit 利益、利益を得る
361 slip 滑る、伝票
362 flag 旗、合図する
363 human 人間の
364 permit 許可を得る
365 pole 極、柱
366 progress 進歩、進歩する
367 publish 公表する、出版する
368 regard ～とみなす
369 regarding ～に関して、～について
370 shock 衝撃、衝撃を与える
371 terible ひどい、残酷な
372 tie 結ぶ、ネクタイ
373 correct 正しい、正す
374 shape 形、形づくる
375 miss 失敗する、失敗
376 bit 少し
377 compare 比較する
378 empty 空の、空にする
379 introduce 紹介する
380 bear 堪える、熊
381 separately 別々に
382 capital 首都、大文字、資本
383 comfortable 快適な
384 complain 文句を言う
385 garage ガレージ
386 content 中身
387 court 法廷、コート、中庭
388 example 例
389 exciting 興奮させる
390 judge 判断する
391 realize 悟る、気づく
392 remove 取り除く
393 route 道、道筋
394 length 長さ
395 method 方法
396 modern 最近の、新しい
397 opinion 意見
398 pack 荷造りする、包装
399 package 包み、小包
400 performance 演奏、業績
401 pleasure 喜び、楽しむ
402 sense 感じる、感覚
403 separate 離れる、離れた
404 spread 広がる
405 spare 代替品、（時間等）割く
406 tight きつい、予定が詰まっている
407 flat 平らな
408 collect 集める
409 collection 収集
410 intend ～するつもり
411 load 積荷、積み込む
412 destroy 破壊する
413 difficulty 困難
414 edge 角、端、刃
415 payment 支払い
416 guard 防御、見張り
417 highly 高く
418 catalog 目録
419 usual 普通の
420 succeed 成功する、後継する
421 social 社会的な
422 row 漕ぐ、列、並び
423 fashion 流行
424 examination 試験
425 crash 衝突する、衝突
426 storm 嵐
427 certain 確かな
428 cable ケーブル
429 agent 代理人、代行店
430 gather 集める、集まる
431 knowledge 知識
432 measure 測る
433 movemet 動向、動き
434 prevent （事前に）防ぐ
435 spot 斑点、見つける
436 sail 帆、航海する
437 plenty 豊富な、たくさんの
438 count 数える
439 abroad 外国へ
440 arrange 手配する
441 lawyer 弁護士
442 grand 大きな
443 former 以前の
444 firm 会社、堅い
445 fan 扇風機
446 strike 打つ、打撃
447 stretch 伸ばす
448 stair 階段
449 stage 段階、舞台
450 sort 種類
451 shake 揺れる、握手する
452 plate 皿、表札
453 plain 豊富な、たくさんの
454 master 達人
455 manage 管理する
456 lucky 幸運な
457 luck 運、幸運
458 lend 貸す
459 lay 横たえる
460 hurt 傷つける
461 flow 流れる、流れ
462 flood 洪水、（川が）氾濫する
463 fence 柵
464 exit 出口
465 doubt 疑う、疑い
466 century 世紀
467 cab タクシー
468 burn 燃える
469 aware 気づく
470 arrangement 手配
471 anxious 心配な
472 beat 打つ、打ち負かす、鼓動
473 defence 防御
474 worthy 価値がある
475 worth 価値がある、価値
476 wise 賢い
477 wire ワイヤー、電線
478 valuable 価値のある
479 tool 道具
480 tip チップ、チップを渡す
481 swing 振る
482 solve 解決する
483 require 要求する、必要とする
484 rent 賃貸する、賃貸料
485 refer 参照する
486 rapid 急ぐ、急ぎの
487 puzzle パズル、困惑する
488 proud 誇りに思う
489 powerful 力強い
490 per 毎
491 moment ほんの少しの間
492 minute 分
493 insect 虫
494 image 想像、画像
495 host 主催する、主人
496 goal 目標、ゴール
497 freeze 凍る
498 following 次の
499 stock 在庫、株、貯める
500 fault 過ち、欠点
501 employee 従業員
502 electricity 電気
503 disk 円盤
504 difference 差異
505 credit 信用、信用する
506 brush ブラシ
507 broadcast 放送する、放送
508 broad 広い
509 beauty 美しさ
510 article 記事
511 arrival 到着
512 according 従って
513 due 期限の
514 project 計画、事業
515 available 入手できる
516 latent 潜在的な
517 found 設立する
518 foundation 設立、創立
519 contact 連絡する
520 reduce 縮小する
521 instruction 指示、指導
522 issue 問題、課題、発行する
523 advantage 利点、利用する
524 application 応募、応用
525 average 平均の
526 chart 図・表
527 concern 心配する、心配
528 director 監督、取締役
529 file ファイル
530 illness 病気
531 income 収入
532 item 品物
533 loan 貸付、貸す
534 major 大事な、主要な、科目
535 majority 過半数
536 property 財産
537 recommend 推薦する
538 suppose 思う、仮定する
539 research 研究、研究する
540 graduagte 卒業する
541 security 安全、警備
542 supply 供給する、供給
543 economy 経済、節約
544 contract 契約、契約する
545 expert 専門家
546 additional 追加の
547 quality 品質、質
548 addition 加えて
549 budget 予算、予算を立てる
550 document 文書
551 expense 支出、費用
552 fee 料金、手数料
553 fund 賃金
554 insurance 保険
555 management 管理、経営
556 situation 状況、立場
557 staff 職員
558 temperature 温度、湿度
559 benefit 利益を得る、利益
560 range 範囲、範疇
561 advance 前もって
562 advanced 進んだ
563 avoid 避ける
564 cancel キャンセルする、キャンセル
565 chemical 化学の
566 delay 遅れ、延期する
567 deposit 預金、（お金を）預ける
568 diet 飲食
569 display 並べる、陳列
570 effective 効果のある
571 equipment 準備
572 extra 余分の
573 individual 個々の、個人の
574 interview 面接、面接する
575 lack 不足、欠乏
576 license 免許、許可する
577 loss 損失
578 luggage 荷物
579 means 手段、方法
580 relationship 関係
581 performance 演奏する
582 recent 最近の
583 skill 技能、熟練
584 submit 提出する
585 survey 調査、調査する
586 production 生産、製造
587 global 世界の、全体の
588 operate 操作する
589 operation 操作、操縦
590 operator 操作員
591 section 区分、課
592 statement 声明
593 communication 意思伝達
594 data データ、資料
595 organization 組織、団体
596 access 接続、利用、アクセスする
597 convenient 便利な
598 encourage 勇気づける
599 feature 特徴
600 location 場所、位置
601 neighborhood 近所
602 lately 最近、近頃
603 injury 怪我
604 growth 成長
605 goods 商品、現品
606 fried 揚げた
607 exchange 交換する、両替する
608 relax 休息をとる。くつろぐ
609 entire 全ての、全部の
610 domestic 国内の、家庭内の
611 development 成長、開発、発展
612 determine 決心する
613 decrease 減少する
614 consider 考慮する
615 congratulation おめでとう
616 conduct 指揮する、案内する
617 competition 競争、競技
618 community 共同体
619 client 顧客
620 brief 簡潔な
621 basis 基本、基礎
622 attempt 挑戦する、試す、試み
623 attach 取り付ける、添付する
624 assistant 補助者、助手
625 appointment 約束、アポイント
626 agreement 合意、同意、契約書
627 affect 影響する
628 active 活動的な
629 network 通信、ネットワーク
630 opportunity 機会、チャンス
631 original 独特の、元々の
632 rule 規則、支配
633 pressure 重圧、プレッシャー
634 responsibility 責任
635 retire 隠居する、退職する
636 review 調査、感想（批評）
637 risk リスクを取る、危険
638 screen 画面、選別する
639 select 選ぶ
640 selected 選ばれた
641 simple 単純な、簡潔な
642 function 機能
643 simply 単純に、簡潔に
644 sincerely 心をこめて
645 traditional 伝統的な
646 transfer 移送する
647 treat 取り扱う、治療する
648 aid 救助、救急用具
649 attempted 挑戦した、未遂の
650 unit 単位、量
651 variety 豊富な、潤沢な
652 vehicle 車、乗り物
653 wild 野生的な、野生
654 grant 与える、認める、許可する
655 housing 住宅
656 political 政治的な
657 replace 置き換える
658 crime 罪、犯罪
659 criminal 犯罪の、犯人
660 accompany 同席する、同行する
661 channel チャンネル（テレビ）
662 comment 論評
663 disappoint 失望する、がっかりさせる
664 disappointment 失望
665 establish 設立する
666 identify 特定する
667 import 輸入する、輸入
668 industrial 産業の、工業の
669 industrious 生産的な
670 lane 車線、航路
671 occur 起こる
672 percentage 率、パーセンテージ
673 permission 許可
674 physical 肉体的な、物理的な
675 previous 以前の
676 principal 原理の、主な
677 receipt 領収書、受領書
678 surround 囲む
679 tough 体力のある、きつい
680 unique 個性的な、独特の、唯一の
681 upset イライラさせる（怒らせる）
682 visa ビザ、査証
683 volume 音量、体積
684 climate 気候
685 committee 委員会
686 insist 主張する
687 victim 犠牲者、被害者
688 arrest 逮捕する、逮捕
689 novel 小説、新しい
690 ordinary 普通の、当たり前の
691 population 人口
692 refuse 拒否する、拒む
693 salesman ビジネスマン
694 senior 上司の、年長者
695 stadium スタジアム、競技場
696 brand-new 真新しい、新品の
697 suitable ぴったりした。適した
698 technology 技術
699 attractive 魅力的な
700 bargain バーゲン、セール、特価
701 brand ブランド、商標
702 bore 退屈する
703 challenge 挑戦
704 commercial 商業的な
705 confirm 確認する
706 connect つなぐ、接続する
707 cough せき、せきをする
708 description 描写
709 desire 望み、願望
710 export 輸出する、輸出
711 fully 完全に
712 generation 世代、年代
713 impress 印象を与える
714 impression 印象
715 labor 労働者、労働、働く
716 lean 傾く、寄りかかる
717 maintain 保持する、保つ
718 mineral ミネラル、鉱物
719 option 選択権、選択
720 overseas 外国の、海外への
721 owe 借りがある
722 proper 適切な
723 properly 適切に
724 rarely めったに～ない
725 release 開放する
726 satisfy 満足させる
727 seek 探す、探索する
728 series シリーズ物、連続
729 similar 似ている、同じの
730 statue 彫像、銅像
731 suggestion 提案
732 surface 表面
733 suspect 疑う、疑わしく思う、容疑者
734 vision 視力
735 admit 認める
736 appeal アピール、アピールする
737 attitude 態度、姿勢
738 attract 惹きつける
739 authority 権限
740 career 経歴、職歴
741 celebrate 祝う
742 device 装置、道具
743 employ 雇う
744 employment 雇用
745 essential 本質的な、欠かせない
746 audience 聴衆、観衆
747 finance 経済、財政
748 financial 経済的な
749 harbor 港
750 nervous 神経的な
751 recognize 認識する、認める
752 regulation 規制
753 settle 定着する
754 strict 厳しい、厳格な
755 survive 生き残る
756 tone 口調
757 wage 賃金、給料
758 normal 普通の、正常の
759 author 著者
760 bet 賭ける、賭け金
761 cart 手押し車
762 character 特性、性格
763 dentist 歯医者
764 desert 砂漠
765 economic 経済の
766 entertainment 娯楽、エンターテイメント
767 equal 平等の、等しい
768 exact 正しい、正確な
769 exactly 正確に、そのとおり
770 extremely 非常に
771 flash 光る、フラッシュ
772 afford ～する余裕がある
773 besides ～加えて、その上
774 ceremony 儀式
775 cure 治療、治す
776 excite 興奮する
777 generally 一般的に
778 height 高さ
779 importance 重要性
780 mood 気分、ムード
781 particular 特定の、特別の
782 possibility 可能性
783 proof 証明、証拠
784 prove 証明する
785 remind 気づかせる、思い出させる
786 roll 転がる、巻く
787 rough 荒い、大まかな
788 roughly 大まかに、荒く
789 sight 視界、視力
790 slice 薄く切る（スライスする）、切片
791 stroke 一振り
792 sudden 突然の
793 technical 技術的な
794 technique 技術、技法
795 trend 流行
796 union 組合
797 warning 警告
798 waste 捨てる、浪費
799 achieve 達成する
800 aim 目標、目指す、狙う
801 apart 離れる、離れて
802 approve 証明する、承認する
803 asleep 眠っている
804 battle 戦闘
805 belong 所属する
806 birth 誕生
807 bright 明るい、賢い
808 campus 構内、キャンパス
809 cloth 布、衣服
810 clothing 衣服
811 complex 複雑な、複合施設
812 delivery 配達、運送
813 dig 掘る
814 elect 選ぶ
815 error 誤り、失敗
816 exist 存在する
817 familiar よく知られている
818 fancy 高級な
819 fear 恐れ、恐怖
820 feed 餌を与える
821 flour 小麦粉
822 grace 優雅
823 hate 嫌う、憎む
824 hunt 狩る、狩猟する、狩猟
825 hunting 狩り、探索
826 imaginary 架空の、想像上の
827 imagination 想像
828 imagine 想像する
829 influence 影響、影響を与える
830 institution 機関、団体
831 interrupt 遮る、横槍を入れる
832 legal 法的な、合法の
833 manner マナー、作法
834 membership 会員、メンバー
835 mostly 多くは、大部分は
836 nature 自然
837 occasion 機会
838 opposite 反対の、逆の
839 overnight 一晩中
840 pardon 許す、許し
841 peak 最高点、ピーク
842 pile 積荷の山、積み重ねる
843 plastic プラスチック製の
844 playground 運動場
845 port 港
846 prize 賞
847 reasonable 理の通った
848 recover 回復する
849 reform 改築する、改善する
850 reply 返事する、返事
851 represent 代表する
852 roast 焼く
853 seldom めったに～ない
854 society 社会
855 shade 影、日陰、影にする
856 signature サイン、署名
857 slightly わずかに
858 specific 明確な、具体的な
859 stream 小川、流れ
860 talent 才能、才能のある人
861 target ターゲット、的、標的
862 tear 裂く、涙
863 breathe 息をする
864 bunch 束、集まり
865 drugstore 薬局
866 duty 義務、責務
867 envelope 包み、封筒
868 experiment 実験、試験
869 float 浮かぶ、漂う
870 keyboard キーボード
871 metal 金属
872 native 母国の
873 otherwise さもなければ
874 pace 速度、ペース
875 passport パスポート、旅券
876 polish 磨く、研磨剤
877 pour 注ぐ、
878 proposal 提案
879 propose 提案する、プロポーズする
880 rank 地位、ランク
881 reporter 貴社
882 response 応答、反応
883 shoot 撃つ、撮影する
884 shot 撮影、注射
885 slide 滑る
886 smart 賢い
887 smooth なだらかな、滑らかな
888 sore 痛い（筋肉痛=muscle sore)
889 spell 詳しく話す
890 stuff 物
891 sum 合計、総額
892 temper 気性、機嫌
893 thief 泥棒、盗賊
894 toast 乾杯
895 trust 信用する、信用
896 twin 双子の
897 uniform 制服
898 weigh 重さを量る
899 weight 重さ、体重
900 wipe 拭く、拭う
901 ambulance 救急車
902 battery バッテリー、電池
903 cafeteria カフェテリア
904 completely 完全に
905 ease 和らげる、くつろいで
906 evidence 証拠
907 exception 例外
908 headache 頭痛
909 horizon 地平線、水平線
910 impact 衝撃、影響
911 introduction 紹介、導入
912 journey 旅行、旅
913 lid ふた
914 link つながる、関係、輪
915 muscle 筋肉、筋力
916 pat 軽くたたく
917 path 道、通り道
918 polite 丁寧な
919 precious 大切な、かけがえのない
920 pride 誇り
921 reflect 反射する
922 reject 拒否する
923 related 関係のある、親戚の
924 repeat 繰り返す
925 respect 尊敬する
926 solid 固い、固体の、固体
927 strength 強さ
928 struggle 悩む、苦しむ
929 tail 尻尾、末尾
930 shame 恥
931 witness 証人、目撃者、目撃する
932 trail 挑戦、試み、裁判
933 sweat 汗をかく、汗
934 stick 棒、杖、貼り付ける
935 steady 確固たる、安定の
936 screw 回す、ねじでとめる、ねじ
937 scientific 科学的な
938 sample 例、見本
939 pleasant 喜ばしい、好ましい
940 role 役割
941 rely 頼る、あてにする
942 regret 後悔する、後悔
943 male 男性、オス
944 raw 生きている、生の
945 pure 純粋な
946 practical 実用的な
947 planet 惑星、
948 parade 行列
949 object 物、目的
950 neat きれいな、きっちりとした
951 mild 穏やかな
952 melt 溶ける
953 lonely さびしい、一人ぼっちの
954 lazy だらけた、なまけた
955 hide 隠れる、隠す
956 harm 危害を加える、危害
957 gym 体育館、ジム
958 distant 距離が遠い
959 formal 形式的な
960 forgive 許す
961 female 女性、メス
962 explore 探索する
963 educate 教育する
964 defend 守る
965 dare 思い切って～する
966 custom 習慣、税関
967 chapter 章
968 brilliant 明るい、頭脳明晰な
969 brake ブレーキをかける、ブレーキ
970 assist 手伝う
971 argument 議論、口論
972 argue 議論する、口論する
973 brain 脳、頭脳
974 boil 沸かす
975 blame 責める、非難する
976 bend 曲げる
977 assistance お手伝い、援助
978 admire 褒める、感嘆する
979 absent 欠席の、不在の
980 teenager 十代
981 trick 罠、騙す
982 distribution 分配、配布
983 index 索引
984 typical 典型的な
985 actual 実際の、現実の
986 awake 目が覚めて、目覚める
987 dust 埃、ゴミ
988 cheer 元気づける
989 companion 仲間
990 depth 深さ
991 dislike 嫌う、嫌悪
992 downstairs 下の階
993 freedom 自由
994 hero 英雄
995 intelligent 賢い
996 intelligence 賢さ
997 mass 巨大な塊
998 adopt 養子にする
999 arise 生じる、起こる
1000 burst 破裂する、破裂
1001 defeat 打ち負かす、敗北
1002 delete 消去する
1003 dismiss 解雇する、捨てる
1004 explanation 説明
1005 glue 糊付けする、糊
1006 gossip ゴシップ、うわさ話
1007 jail 刑務所
1008 jeopardize 危険にさらす
1009 memory 記憶、思い出
1010 merit 益、価値
1011 negative 消極的な
1012 noisy うるさい
1013 obviously 明らかに
1014 pause 止まる、休止
1015 profession 職業
1016 revolution 革命
1017 ruin ぐちゃぐちゃにする、破滅
1018 steal 盗む
1019 sufficient 十分な
1020 surely 確かに
1021 advertise 宣伝する、広告を出す
1022 advertisement 宣伝、広告
1023 advertising 宣伝の
1024 annual 毎年の
1025 bonus 賞与
1026 choice 選択
1027 conference 会議
1028 construction 建設、建造物
1029 counter 数えるもの、計算機
1030 dine 食事をする
1031 divide 分ける、分割する
1032 enclose 同封する
1033 estate 財産
1034 federal 連邦の
1035 indicate 示唆する、指し示す
1036 literature 文学
1037 locate 位置する
1038 owner 所有者
1039 platform 駅のホーム
1040 promising 見込みのある
1041 purchase 購入する
1042 reservation 予約
1043 spin 回転する、回転
1044 spoil だめにする
1045 stranger 他人
1046 track 線路、トラック
1047 used 中古の
1048 will 意思
1049 dealer 販売する人、店
1050 award 栄冠、賞
1051 county 郡
1052 current 現在の、流れ
1053 deadline 締め切り
1054 emergency 緊急、非常事態
1055 examine 試験する、調べる
1056 facility 施設
1057 guarantee 保証する、保証
1058 invest 投資する
1059 investment 投資
1060 lower 下方の、下げる
1061 luxurious 贅沢な
1062 luxury 贅沢品、贅沢な
1063 maximum 最大の、最大
1064 measurement 測定、寸法
1065 minimum 最小の、最小
1066 nuclear 核の、原子力の
1067 predict 予測する、予見する
1068 procedure 手順、手続き
1069 quit やめる
1070 register 登録する
1071 registered 登録された
1072 rental 賃貸の
1073 software ソフト
1074 solution 解決策
1075 representative 代表者
1076 resident 居住者
1077 selection 選択
1078 sidewalk 側道、歩道
1079 source 源
1080 style 様式、スタイル
1081 residence 居住
1082 appreciate ありがたく思う、感謝する
1083 destination 目的地
1084 jewelry 宝石
1085 region 地域
1086 regional 地域の
1087 presentation 発表、上映
1088 involve 巻き込まれる、のめり込む
1089 ironic 皮肉的な、批判的な
1090 resume 再び始める
1091 cancer 癌
1092 expand 拡大する
1093 negotiation 交渉
1094 candidate 候補者
1095 consumer 消費者
1096 divorce 離婚、離婚する
1097 competitive 競争の
1098 consult 意見を得る
1099 dessert デザート
1100 adjust 適合する、調整する
1101 administration 政府、経営
1102 admission 入場料、入場許可
1103 approximately おおよそ
1104 association 提携、組合
1105 chef 料理長
1106 complaint 文句、苦情
1107 container 容器、コンテナ
1108 corporation 会社、
1109 despite にもかかわらず
1110 division 部、課
1111 estimate 見積もる、見積もり
1112 executive 幹部、実行する
1113 extend 延長する
1114 flavor 香り、風味
1115 frequently しばしば
1116 install ソフトをインストールする
1117 marriage 結婚
1118 obtain 獲得する
1119 outdoor 屋外の
1120 pollution 汚染
1121 resource 資源、資産
1122 secure 安全な
1123 severe 厳しい、本気の
1124 definite 明確な
1125 alternate 交互の
1126 alternative 代わりの
1127 anniversary 記念日
1128 assign 人を割り当てる、任命する
1129 assignment 任命、宿題
1130 commission 手数料
1131 contribute 貢献する
1132 contribution 貢献
1133 debt 負債
1134 electric 電気の
1135 engineering 技術、工学
1136 failure 失敗
1137 garbage ゴミ、がらくた
1138 graph 図表
1139 graphic 図表の
1140 grocery 食料
1141 inn 宿屋
1142 laundry クリーニング店
1143 participate 参加する
1144 poll 世論調査、投票
1145 promote 促進する
1146 promotion 促進
1147 qualify 資格を与える
1148 reception 受付、歓迎
1149 retirement 退職
1150 treatment 治療、待遇
1151 unemployment 失業
1152 version バージョン
1153 improvement 改善
1154 convince 説得する、納得させる
1155 academic 大学の、学術的な
1156 accommodation 収容、宿泊設備
1157 alarm 警報器、目覚まし
1158 atmosphere 空気、大気
1159 automatic 自動の、機械の
1160 automation 自動化、機械化
1161 banker 銀行の責任者
1162 cabinet 整理棚、キャビネット
1163 communicate 意思疎通を図る
1164 compete 競争する、競う
1165 conservation 保護、保存
1166 cultural 文化的な
1167 depression 景気後退、鬱
1168 deserve ～の価値がある
1169 embassy 大使館
1170 exceed 超える、超越する
1171 exhaust くたくたになる、排気
1172 fairly かなり、公正に
1173 flu インフルエンザ
1174 generous 寛大な
1175 observe 観察する、見る
1176 headquarters 本社
1177 huge 大きな、巨大な
1178 ignore 無視する
1179 injure 怪我をする
1180 investigation 調査
1181 launch 打ち上げる、発射
1182 lecture 講義
1183 rear 後ろの、後部の、後ろ
1184 truth 真実、真理
1185 observation 観察
1186 outstanding 目立った、飛びぬけた
1187 pale 白い、青ざめた
1188 penalty 罰、罰金
1189 portable 持ち運びできる、携帯の
1190 potential 可能性のある
1191 preparation 準備
1192 proceed 手続きを進める
1193 proceeding 手続き
1194 recession 景気後退
1195 reduction 削減
1196 remain 保持する
1197 scale 規模、はかり
1198 spirit 精神
1199 theme 主題、テーマ
1200 unusual 普通でない、異常な
1201 acid 酸性の、酸性
1202 background 背景、経歴
1203 bleed 出血する
1204 constant 一定の、続いている
